year,team,conference,athlete_id,player,passing_completions,passing_att,passing_pct,passing_yds,passing_td,passing_int,passing_ypa,rushing_car,rushing_yds,rushing_td,rushing_ypc,rushing_long,receiving_rec,receiving_yds,receiving_td,receiving_ypr,receiving_long,fumbles_fum,fumbles_rec,fumbles_lost,defensive_solo,defensive_tot,defensive_tfl,defensive_sacks,defensive_qb_hur,interceptions_int,interceptions_yds,interceptions_avg,interceptions_td,defensive_pd,defensive_td,kicking_fgm,kicking_fga,kicking_pct,kicking_xpa,kicking_xpm,kicking_pts,kicking_long,kick_returns_no,kick_returns_yds,kick_returns_avg,kick_returns_td,kick_returns_long,punting_no,punting_yds,punting_ypp,punting_long,punting_in_20,punting_tb,punt_returns_no,punt_returns_yds,punt_returns_avg,punt_returns_td,punt_returns_long,season,position,stat_category
2017,Grambling,SWAC,4250903,Geremy Hickbottom,NA,NA,NA,NA,NA,NA,NA,3,3,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Southern,SWAC,4251244,John Lampley,NA,NA,NA,NA,NA,NA,NA,1,8,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Southern,SWAC,4251245,Glendon McDaniel,NA,NA,NA,NA,NA,NA,NA,11,-19,0,-1.7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,BYU,FBS Independents,4256063,Joe Critchlow,NA,NA,NA,NA,NA,NA,NA,15,-49,0,-3.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Delaware State,MEAC,4259966,Jack McDaniels,NA,NA,NA,NA,NA,NA,NA,17,-55,0,-3.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Louisiana Tech,Conference USA,4262160,Westin Elliott,NA,NA,NA,NA,NA,NA,NA,1,13,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Jackson State,SWAC,4262737,Jarrad Hayes,NA,NA,NA,NA,NA,NA,NA,1,-4,0,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Jackson State,SWAC,4262852,Tavis Williams,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Hampton,MEAC,4263059,Delmon Williams,NA,NA,NA,NA,NA,NA,NA,5,-4,0,-0.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Air Force,Mountain West,4264188,Mike Schmidt,NA,NA,NA,NA,NA,NA,NA,1,21,0,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2017,Savannah St,MEAC,4266583,D'Vonn Gibbons,NA,NA,NA,NA,NA,NA,NA,3,-14,0,-4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,QB,rushing
2018,UAB,Conference USA,545682,A.J. Erdely,NA,NA,NA,NA,NA,NA,NA,84,257,5,3.1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Middle Tennessee,Conference USA,545683,Brent Stockstill,NA,NA,NA,NA,NA,NA,NA,112,134,2,1.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,BYU,FBS Independents,545796,Tanner Mangum,NA,NA,NA,NA,NA,NA,NA,13,-44,0,-3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,NC State,ACC,546288,Ryan Finley,NA,NA,NA,NA,NA,NA,NA,34,24,1,0.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,North Texas,Conference USA,547164,Quinn Shanbour,NA,NA,NA,NA,NA,NA,NA,17,92,2,5.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Texas Southern,SWAC,547963,Jay Christophe,NA,NA,NA,NA,NA,NA,NA,4,12,0,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Iowa State,Big 12,552119,Kyle Kempt,NA,NA,NA,NA,NA,NA,NA,5,-45,0,-9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Mississippi State,SEC,558337,Nick Fitzgerald,NA,NA,NA,NA,NA,NA,NA,201,1018,12,5.1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Southeast Missouri State,OVC,559516,Anthony Cooper,NA,NA,NA,NA,NA,NA,NA,7,21,1,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,West Virginia,Big 12,559556,Will Grier,NA,NA,NA,NA,NA,NA,NA,49,-95,3,-1.9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Florida Atlantic,Conference USA,559630,Rafe Peavey,NA,NA,NA,NA,NA,NA,NA,9,5,1,0.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,UCLA,Pac-12,3115966,Wilton Speight,NA,NA,NA,NA,NA,NA,NA,38,37,2,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Illinois,Big Ten,3116087,AJ Bush,NA,NA,NA,NA,NA,NA,NA,138,733,8,5.3,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Northwestern,Big Ten,3116144,Clayton Thorson,NA,NA,NA,NA,NA,NA,NA,73,-104,9,-1.4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Penn State,Big Ten,3116172,Trace McSorley,NA,NA,NA,NA,NA,NA,NA,150,724,11,4.8,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Purdue,Big Ten,3116188,David Blough,NA,NA,NA,NA,NA,NA,NA,69,32,2,0.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Arkansas State,Sun Belt,3116379,Justice Hansen,NA,NA,NA,NA,NA,NA,NA,121,399,6,3.3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Stephen F. Austin,Southland,3116417,Foster Sawyer,NA,NA,NA,NA,NA,NA,NA,3,-23,0,-7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,TCU,Big 12,3116420,Grayson Muehlstein,NA,NA,NA,NA,NA,NA,NA,26,63,0,2.4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Baylor,Big 12,3116715,Jalan McClendon,NA,NA,NA,NA,NA,NA,NA,34,102,2,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Massachusetts,FBS Independents,3116772,Andrew Ford,NA,NA,NA,NA,NA,NA,NA,19,-63,0,-3.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Tennessee,SEC,3117245,Keller Chryst,NA,NA,NA,NA,NA,NA,NA,5,3,0,0.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Wagner,NEC,3118131,Thomas Linta,NA,NA,NA,NA,NA,NA,NA,2,-12,0,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Northern Iowa,MVFC,3120656,Eli Dunne,NA,NA,NA,NA,NA,NA,NA,2,-9,0,-4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Stony Brook,CAA,3120809,Joe Carbone,NA,NA,NA,NA,NA,NA,NA,4,-32,0,-8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Villanova,CAA,3120851,Zach Bednarczyk,NA,NA,NA,NA,NA,NA,NA,3,-3,0,-1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Southern Illinois,MVFC,3121350,Sam Straub,NA,NA,NA,NA,NA,NA,NA,10,36,1,3.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,UTSA,Conference USA,3121549,D.J. Gillins,NA,NA,NA,NA,NA,NA,NA,28,65,0,2.3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Western Illinois,MVFC,3121628,Sean McGuire,NA,NA,NA,NA,NA,NA,NA,4,-14,0,-3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Rice,Conference USA,3122170,Shawn Stankavage,NA,NA,NA,NA,NA,NA,NA,43,49,0,1.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Eastern Washington,Big Sky,3122176,Gage Gubrud,NA,NA,NA,NA,NA,NA,NA,9,-3,0,-0.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Bethune-Cookman,MEAC,3122329,Jabari Dunham,NA,NA,NA,NA,NA,NA,NA,1,6,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Oklahoma State,Big 12,3122424,Taylor Cornelius,NA,NA,NA,NA,NA,NA,NA,110,380,10,3.5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Nevada,Mountain West,3122611,Ty Gangi,NA,NA,NA,NA,NA,NA,NA,44,154,3,3.5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,East Tennessee State,Southern,3122907,Austin Herink,NA,NA,NA,NA,NA,NA,NA,2,27,0,13.5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Miami,ACC,3123047,Malik Rosier,NA,NA,NA,NA,NA,NA,NA,54,211,6,3.9,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,McNeese,Southland,3123719,James Tabary,NA,NA,NA,NA,NA,NA,NA,2,-16,0,-8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Coastal Carolina,Sun Belt,3124529,Kilton Anderson,NA,NA,NA,NA,NA,NA,NA,56,251,1,4.5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Rhode Island,CAA,3124662,JaJuan Lawson,NA,NA,NA,NA,NA,NA,NA,13,85,2,6.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,UTEP,Conference USA,3124698,Ryan Metz,NA,NA,NA,NA,NA,NA,NA,30,46,1,1.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Western Kentucky,Conference USA,3124782,Drew Eckels,NA,NA,NA,NA,NA,NA,NA,24,21,0,0.9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Oregon State,Pac-12,3124900,Jake Luton,NA,NA,NA,NA,NA,NA,NA,28,-144,0,-5.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Sacramento State,Big Sky,3125336,Kevin Thomson,NA,NA,NA,NA,NA,NA,NA,11,8,0,0.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Cincinnati,American Athletic,3125813,Hayden Moore,NA,NA,NA,NA,NA,NA,NA,16,57,1,3.6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Massachusetts,FBS Independents,3125927,Ross Comis,NA,NA,NA,NA,NA,NA,NA,86,255,6,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Miami (OH),Mid-American,3125968,Gus Ragland,NA,NA,NA,NA,NA,NA,NA,92,214,7,2.3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Toledo,Mid-American,3126102,Jalen Reese,NA,NA,NA,NA,NA,NA,NA,1,5,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Northwestern State,Southland,3126207,Clay Holgorsen,NA,NA,NA,NA,NA,NA,NA,2,7,0,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Texas Southern,SWAC,3126243,Glen Cuiellette,NA,NA,NA,NA,NA,NA,NA,5,11,0,2.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,South Carolina,SEC,3126487,Michael Scarnecchia,NA,NA,NA,NA,NA,NA,NA,5,-7,0,-1.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Kansas,Big 12,3127261,Peyton Bender,NA,NA,NA,NA,NA,NA,NA,34,-140,0,-4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Colorado State,Mountain West,3127291,K.J. Carta-Samuels,NA,NA,NA,NA,NA,NA,NA,45,-14,1,-0.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Fresno State,Mountain West,3127332,Marcus McMaryion,NA,NA,NA,NA,NA,NA,NA,67,255,7,3.8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Rutgers,Big Ten,3127375,Giovanni Rescigno,NA,NA,NA,NA,NA,NA,NA,32,110,0,3.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Lamar,Southland,3128413,Darrel Colbert Jr.,NA,NA,NA,NA,NA,NA,NA,10,20,0,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,New Mexico,Mountain West,3128784,Coltin Gerhart,NA,NA,NA,NA,NA,NA,NA,35,20,1,0.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Arizona State,Pac-12,3128814,Manny Wilkins,NA,NA,NA,NA,NA,NA,NA,101,416,8,4.1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
2018,Fordham,Patriot,3128842,Luke Medlock,NA,NA,NA,NA,NA,NA,NA,5,-23,0,-4.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,QB,rushing
